gramm,count,percentage
kch,45,0.0032
Sil,45,0.0032
"h.""",45,0.0032
ll.,45,0.0032
. G,45,0.0032
"Ei,",45,0.0032
"""so",45,0.0032
ena,45,0.0032
Gän,45,0.0032
zu.,45,0.0032
ump,45,0.0032
ras,45,0.0032
", S",45,0.0032
"eb,",45,0.0032
 of,45,0.0032
ch',45,0.0032
chk,44,0.0031
tzl,44,0.0031
orh,44,0.0031
am.,44,0.0031
Gru,44,0.0031
le.,44,0.0031
ldi,44,0.0031
put,44,0.0031
egg,44,0.0031
t H,44,0.0031
wec,44,0.0031
! D,44,0.0031
Tri,44,0.0031
i a,44,0.0031
a v,44,0.0031
ne.,44,0.0031
äse,44,0.0031
 kn,44,0.0031
a u,44,0.0031
Fro,44,0.0031
nbe,44,0.0031
Zor,44,0.0031
tta,44,0.0031
Ged,43,0.0030
h G,43,0.0030
rd.,43,0.0030
ürf,43,0.0030
Doc,43,0.0030
ckc,43,0.0030
hn.,43,0.0030
Töc,43,0.0030
frü,43,0.0030
sle,43,0.0030
? D,43,0.0030
hil,43,0.0030
egl,43,0.0030
ruc,43,0.0030
ßli,43,0.0030
", T",43,0.0030
une,43,0.0030
 tö,43,0.0030
"ke,",43,0.0030
"""Si",43,0.0030
r.',43,0.0030
Gas,43,0.0030
äsc,43,0.0030
tum,43,0.0030
f k,43,0.0030
h's,43,0.0030
"hs,",43,0.0030
dro,43,0.0030
Kna,43,0.0030
bru,43,0.0030
sac,43,0.0030
 Äp,43,0.0030
Äpf,43,0.0030
eso,42,0.0029
mög,42,0.0029
ß k,42,0.0029
lgt,42,0.0029
ßch,42,0.0029
" ""V",42,0.0029
esm,42,0.0029
aal,42,0.0029
ßig,42,0.0029
h j,42,0.0029
", D",42,0.0029
pic,42,0.0029
mch,42,0.0029
 sä,42,0.0029
ch!,42,0.0029
u K,42,0.0029
Kri,42,0.0029
nüb,42,0.0029
"o, ",42,0.0029
heb,42,0.0029
 bo,42,0.0029
 Of,42,0.0029
fas,42,0.0029
dle,42,0.0029
rop,42,0.0029
Lau,42,0.0029
alg,42,0.0029
: s,42,0.0029
'wa,42,0.0029
ot.,42,0.0029
ala,42,0.0029
äßt,42,0.0029
usr,42,0.0029
rgi,42,0.0029
Bie,42,0.0029
elo,42,0.0029
eiz,42,0.0029
pte,42,0.0029
Rot,42,0.0029
olc,41,0.0029
: D,41,0.0029
z. ,41,0.0029
 Ac,41,0.0029
 Su,41,0.0029
Saa,41,0.0029
"""wi",41,0.0029
"""du",41,0.0029
pfa,41,0.0029
d L,41,0.0029
fsc,41,0.0029
hm.,41,0.0029
in?,41,0.0029
e ä,41,0.0029
"""Ha",41,0.0029
k w,41,0.0029
. J,41,0.0029
jam,41,0.0029
üpf,41,0.0029
äuf,41,0.0029
Gev,41,0.0029
"rm,",41,0.0029
lüg,41,0.0029
" ""m",41,0.0029
Eis,41,0.0029
rdr,41,0.0029
o z,41,0.0029
hoß,41,0.0029
z w,41,0.0029
rra,41,0.0029
mäh,40,0.0028
chd,40,0.0028
"da,",40,0.0028
löt,40,0.0028
eft,40,0.0028
ß v,40,0.0028
ß h,40,0.0028
hwä,40,0.0028
Ros,40,0.0028
lim,40,0.0028
d p,40,0.0028
tic,40,0.0028
z b,40,0.0028
iml,40,0.0028
 Je,40,0.0028
s ü,40,0.0028
s; ,40,0.0028
"d.""",40,0.0028
inw,40,0.0028
Ofe,40,0.0028
dun,40,0.0028
rb ,40,0.0028
had,40,0.0028
"ze,",40,0.0028
fän,40,0.0028
t T,40,0.0028
kro,40,0.0028
Koh,40,0.0028
eg.,40,0.0028
kne,40,0.0028
höh,40,0.0028
we ,40,0.0028
oh ,40,0.0028
ath,40,0.0028
Wac,40,0.0028
m U,40,0.0028
"rs,",39,0.0027
d M,39,0.0027
"u?""",39,0.0027
bem,39,0.0027
Roc,39,0.0027
kin,39,0.0027
nwe,39,0.0027
m t,39,0.0027
hrl,39,0.0027
tol,39,0.0027
"l,""",39,0.0027
Hut,39,0.0027
t? ,39,0.0027
ues,39,0.0027
i B,39,0.0027
got,39,0.0027
ndw,39,0.0027
Jag,39,0.0027
"s,""",39,0.0027
ola,39,0.0027
s Z,39,0.0027
usi,39,0.0027
Mus,39,0.0027
l l,39,0.0027
Sto,39,0.0027
lha,39,0.0027
hnl,38,0.0027
k v,38,0.0027
"""Se",38,0.0027
hwu,38,0.0027
"e!""",38,0.0027
 Üb,38,0.0027
rmu,38,0.0027
Tur,38,0.0027
sem,38,0.0027
: w,38,0.0027
efl,38,0.0027
mäc,38,0.0027
eu ,38,0.0027
l: ,38,0.0027
Sal,38,0.0027
je ,38,0.0027
lun,38,0.0027
enr,38,0.0027
Hie,38,0.0027
hoc,38,0.0027
!' ,38,0.0027
Ind,38,0.0027
rzi,38,0.0027
nfi,38,0.0027
din,38,0.0027
tac,38,0.0027
Bac,38,0.0027
f v,38,0.0027
. V,38,0.0027
hrm,38,0.0027
Joh,38,0.0027
oha,38,0.0027
"ön,",37,0.0026
me.,37,0.0026
Tan,37,0.0026
Übe,37,0.0026
riß,37,0.0026
Elt,37,0.0026
stl,37,0.0026
"nk,",37,0.0026
Gan,37,0.0026
stö,37,0.0026
: a,37,0.0026
rob,37,0.0026
i. ,37,0.0026
she,37,0.0026
szu,37,0.0026
oft,37,0.0026
un.,37,0.0026
r ä,37,0.0026
inu,37,0.0026
toß,37,0.0026
"mm,",37,0.0026
 fä,37,0.0026
eza,37,0.0026
Zim,37,0.0026
Reh,37,0.0026
Sin,37,0.0026
Gna,37,0.0026
ndt,37,0.0026
Hah,37,0.0026
t K,37,0.0026
"""de",37,0.0026
Wah,37,0.0026
Faß,37,0.0026
anb,37,0.0026
läß,37,0.0026
unz,37,0.0026
nar,37,0.0026
rzu,37,0.0026
arn,37,0.0026
chb,37,0.0026
Hel,37,0.0026
 Sw,37,0.0026
Swi,37,0.0026
neg,37,0.0026
enc,37,0.0026
 Ig,37,0.0026
Ige,37,0.0026
f f,36,0.0025
ißc,36,0.0025
egr,36,0.0025
"r?""",36,0.0025
lts,36,0.0025
"""Sc",36,0.0025
 Ed,36,0.0025
Ede,36,0.0025
ößt,36,0.0025
"h!""",36,0.0025
rrl,36,0.0025
e Ä,36,0.0025
Fer,36,0.0025
se.,36,0.0025
alf,36,0.0025
Vie,36,0.0025
: i,36,0.0025
nat,36,0.0025
Dam,36,0.0025
f b,36,0.0025
 Gi,36,0.0025
ägt,36,0.0025
ush,36,0.0025
Aus,36,0.0025
 Gn,36,0.0025
übt,36,0.0025
'du,36,0.0025
 Bö,36,0.0025
Bös,36,0.0025
Häs,36,0.0025
läs,36,0.0025
Eng,36,0.0025
mpe,36,0.0025
tne,36,0.0025
m j,36,0.0025
tsa,36,0.0025
iec,36,0.0025
"s?""",36,0.0025
hus,36,0.0025
hde,35,0.0025
e p,35,0.0025
 Sü,35,0.0025
u E,35,0.0025
kt.,35,0.0025
Laß,35,0.0025
rgr,35,0.0025
or.,35,0.0025
 tä,35,0.0025
Frü,35,0.0025
 pf,35,0.0025
ag.,35,0.0025
ral,35,0.0025
äbe,35,0.0025
"""ab",35,0.0025
 Or,35,0.0025
chg,35,0.0025
pt ,35,0.0025
gun,35,0.0025
lät,35,0.0025
'we,35,0.0025
ssc,35,0.0025
Ric,35,0.0025
bt.,35,0.0025
ht?,35,0.0025
"""Ma",35,0.0025
Häh,35,0.0025
if ,35,0.0025
ebu,35,0.0025
k m,35,0.0025
" ""u",35,0.0025
"""un",35,0.0025
Bec,35,0.0025
"em,",35,0.0025
ötz,34,0.0024
hef,34,0.0024
fft,34,0.0024
Rau,34,0.0024
in!,34,0.0024
upp,34,0.0024
? I,34,0.0024
z z,34,0.0024
ehi,34,0.0024
ee ,34,0.0024
 Ob,34,0.0024
Lin,34,0.0024
"ßt,",34,0.0024
üne,34,0.0024
fla,34,0.0024
äne,34,0.0024
efm,34,0.0024
fmu,34,0.0024
"tz,",34,0.0024
 Ax,34,0.0024
Axt,34,0.0024
 qu,34,0.0024
bta,34,0.0024
kos,34,0.0024
Heu,34,0.0024
 Sä,34,0.0024
 Vi,34,0.0024
chf,34,0.0024
t W,34,0.0024
"nz,",34,0.0024
äst,34,0.0024
fwa,34,0.0024
Kro,34,0.0024
Gal,34,0.0024
? W,34,0.0024
nt.,34,0.0024
ösc,34,0.0024
eba,34,0.0024
'de,34,0.0024
zha,34,0.0024
 Uf,34,0.0024
Ufe,34,0.0024
"""Oh",34,0.0024
oßm,34,0.0024
mle,34,0.0024
hof,33,0.0023
abz,33,0.0023
rmt,33,0.0023
oß.,33,0.0023
hür,33,0.0023
"""La",33,0.0023
b w,33,0.0023
Erb,33,0.0023
"""Ih",33,0.0023
lba,33,0.0023
irn,33,0.0023
zor,33,0.0023
ie.,33,0.0023
etö,33,0.0023
tsh,33,0.0023
ora,33,0.0023
inü,33,0.0023
m N,33,0.0023
s N,33,0.0023
"""Je",33,0.0023
ats,33,0.0023
usk,33,0.0023
h; ,33,0.0023
en',33,0.0023
u B,33,0.0023
rol,33,0.0023
olk,33,0.0023
lke,33,0.0023
sik,33,0.0023
küß,33,0.0023
chc,33,0.0023
 'A,33,0.0023
evo,33,0.0023
umt,33,0.0023
s J,33,0.0023
Kar,33,0.0023
rmä,32,0.0022
o n,32,0.0022
trö,32,0.0022
hmt,32,0.0022
pch,32,0.0022
wus,32,0.0022
g t,32,0.0022
dum,32,0.0022
ndr,32,0.0022
""" d",32,0.0022
", K",32,0.0022
Bli,32,0.0022
euz,32,0.0022
- u,32,0.0022
gsa,32,0.0022
Dac,32,0.0022
kst,32,0.0022
rfs,32,0.0022
"uß,",32,0.0022
'Ic,32,0.0022
 'N,32,0.0022
htu,32,0.0022
"im,",32,0.0022
"""di",32,0.0022
zuh,32,0.0022
'wi,32,0.0022
rkr,32,0.0022
Blä,32,0.0022
loh,32,0.0022
ßmu,32,0.0022
zub,31,0.0022
ohi,31,0.0022
biß,31,0.0022
kun,31,0.0022
"r!""",31,0.0022
"e """,31,0.0022
idi,31,0.0022
enp,31,0.0022
 Tä,31,0.0022
örn,31,0.0022
nba,31,0.0022
ebo,31,0.0022
ht:,31,0.0022
kur,31,0.0022
"rz,",31,0.0022
igr,31,0.0022
wag,31,0.0022
röh,31,0.0022
dwe,31,0.0022
anc,31,0.0022
ebü,31,0.0022
l E,31,0.0022
"so,",31,0.0022
b n,31,0.0022
ihu,31,0.0022
sov,31,0.0022
ovi,31,0.0022
zue,31,0.0022
e? ,31,0.0022
Bre,31,0.0022
tse,31,0.0022
z f,31,0.0022
ul ,31,0.0022
: u,31,0.0022
Sat,31,0.0022
hba,31,0.0022
Fei,31,0.0022
", V",31,0.0022
äpp,31,0.0022
ft.,30,0.0021
d A,30,0.0021
anh,30,0.0021
d D,30,0.0021
ut.,30,0.0021
m r,30,0.0021
rbs,30,0.0021
hmu,30,0.0021
pfl,30,0.0021
pfc,30,0.0021
xt ,30,0.0021
in;,30,0.0021
ng:,30,0.0021
" ""T",30,0.0021
äue,30,0.0021
Tot,30,0.0021
tlo,30,0.0021
ibs,30,0.0021
öll,30,0.0021
Wur,30,0.0021
oba,30,0.0021
häu,30,0.0021
Dec,30,0.0021
rhi,30,0.0021
 'H,30,0.0021
 'n,30,0.0021
fäh,30,0.0021
hir,30,0.0021
 el,30,0.0021
fau,30,0.0021
Zun,30,0.0021
krä,30,0.0021
Vol,30,0.0021
pit,30,0.0021
"l!""",30,0.0021
sdi,30,0.0021
moc,30,0.0021
Hem,30,0.0021
"Oh,",30,0.0021
nsl,30,0.0021
blo,30,0.0021
ppc,30,0.0021
Sün,29,0.0020
Stä,29,0.0020
ürt,29,0.0020
Fes,29,0.0020
"id,",29,0.0020
efo,29,0.0020
nkl,29,0.0020
er!,29,0.0020
 bü,29,0.0020
Köp,29,0.0020
 pi,29,0.0020
rns,29,0.0020
 te,29,0.0020
t o,29,0.0020
"""Br",29,0.0020
h! ,29,0.0020
Eue,29,0.0020
ngr,29,0.0020
st?,29,0.0020
bur,29,0.0020
rl ,29,0.0020
änk,29,0.0020
"lf,",29,0.0020
"""Ko",29,0.0020
häl,29,0.0020
Sor,29,0.0020
rir,29,0.0020
 'E,29,0.0020
 'a,29,0.0020
alz,29,0.0020
Käs,29,0.0020
twe,29,0.0020
 Wü,29,0.0020
rog,29,0.0020
abh,29,0.0020
Rec,29,0.0020
äht,29,0.0020
 Eh,29,0.0020
unb,29,0.0020
tab,29,0.0020
eur,29,0.0020
Noc,29,0.0020
Nad,29,0.0020
arl,29,0.0020
Rät,28,0.0020
h E,28,0.0020
ntf,28,0.0020
tba,28,0.0020
läf,28,0.0020
auh,28,0.0020
mse,28,0.0020
ts.,28,0.0020
tha,28,0.0020
ägl,28,0.0020
"ds,",28,0.0020
ssa,28,0.0020
Per,28,0.0020
ürs,28,0.0020
tof,28,0.0020
pru,28,0.0020
ntz,28,0.0020
ewö,28,0.0020
hke,28,0.0020
wom,28,0.0020
Kni,28,0.0020
z l,28,0.0020
z n,28,0.0020
"f.""",28,0.0020
Nas,28,0.0020
otk,28,0.0020
! W,28,0.0020
ef.,28,0.0020
ß b,28,0.0020
dte,28,0.0020
b z,28,0.0020
Ei ,28,0.0020
"s!""",28,0.0020
häf,28,0.0020
Pfl,28,0.0020
sau,28,0.0020
Woh,28,0.0020
Ack,28,0.0020
ißi,28,0.0020
amt,28,0.0020
rfl,28,0.0020
hül,28,0.0020
rah,28,0.0020
Rit,28,0.0020
usb,28,0.0020
ütz,28,0.0020
ofe,28,0.0020
swe,28,0.0020
esd,28,0.0020
gt:,28,0.0020
nro,28,0.0020
näu,28,0.0020
nve,27,0.0019
luß,27,0.0019
k z,27,0.0019
"pe,",27,0.0019
Von,27,0.0019
 iß,27,0.0019
au.,27,0.0019
bse,27,0.0019
npu,27,0.0019
Trä,27,0.0019
fzu,27,0.0019
b g,27,0.0019
näc,27,0.0019
nko,27,0.0019
i h,27,0.0019
Kes,27,0.0019
 är,27,0.0019
hge,27,0.0019
edl,27,0.0019
Bis,27,0.0019
g ü,27,0.0019
Dur,27,0.0019
h W,27,0.0019
d N,27,0.0019
frö,27,0.0019
l t,27,0.0019
Fur,27,0.0019
 'g,27,0.0019
nüp,27,0.0019
"""Hö",27,0.0019
Wet,27,0.0019
rkl,27,0.0019
ht!,27,0.0019
"""Fr",27,0.0019
hro,27,0.0019
ühm,27,0.0019
Kun,27,0.0019
b b,27,0.0019
ug.,27,0.0019
ane,27,0.0019
t?',27,0.0019
"os,",27,0.0019
Näh,27,0.0019
r p,27,0.0019
Ist,27,0.0019
Mäu,27,0.0019
ems,27,0.0019
Fuh,27,0.0019
öck,27,0.0019
z i,27,0.0019
 a ,27,0.0019
e I,27,0.0019
önh,26,0.0018
n ä,26,0.0018
"eh,",26,0.0018
"ak,",26,0.0018
wüß,26,0.0018
ümm,26,0.0018
nal,26,0.0018
t B,26,0.0018
Hin,26,0.0018
Kör,26,0.0018
häm,26,0.0018
"""Mi",26,0.0018
ol ,26,0.0018
"""Ni",26,0.0018
rta,26,0.0018
ärg,26,0.0018
llb,26,0.0018
as?,26,0.0018
st:,26,0.0018
' d,26,0.0018
amp,26,0.0018
Knü,26,0.0018
Kan,26,0.0018
sig,26,0.0018
kis,26,0.0018
übs,26,0.0018
flu,26,0.0018
jen,26,0.0018
"r,'",26,0.0018
ch;,26,0.0018
kna,26,0.0018
h F,26,0.0018
Fli,26,0.0018
apf,26,0.0018
zch,26,0.0018
Beu,26,0.0018
höp,26,0.0018
Tel,26,0.0018
l F,26,0.0018
aud,26,0.0018
"h,'",26,0.0018
üle,26,0.0018
Bil,26,0.0018
pun,26,0.0018
Els,26,0.0018
unv,25,0.0018
plö,25,0.0018
ad ,25,0.0018
ös ,25,0.0018
wuc,25,0.0018
gep,25,0.0018
üh ,25,0.0018
"""Ab",25,0.0018
ubc,25,0.0018
urt,25,0.0018
Töp,25,0.0018
nfe,25,0.0018
Eic,25,0.0018
" ""h",25,0.0018
wöh,25,0.0018
ugi,25,0.0018
nsi,25,0.0018
 ir,25,0.0018
rfr,25,0.0018
lbr,25,0.0018
d: ,25,0.0018
rhä,25,0.0018
"u,""",25,0.0018
 'u,25,0.0018
 'S,25,0.0018
Loc,25,0.0018
Ket,25,0.0018
Kuc,25,0.0018
au:,25,0.0018
f; ,25,0.0018
n Ä,25,0.0018
g; ,25,0.0018
lüh,25,0.0018
 'J,25,0.0018
brä,25,0.0018
tuc,25,0.0018
"dt,",25,0.0018
deu,25,0.0018
tär,25,0.0018
tät,25,0.0018
erä,25,0.0018
nta,25,0.0018
"lz,",25,0.0018
ün ,25,0.0018
äck,25,0.0018
Rap,25,0.0018
inä,25,0.0018
""" –",25,0.0018
 – ,25,0.0018
Jud,25,0.0018
tkä,25,0.0018
käp,25,0.0018
im.,24,0.0017
d R,24,0.0017
l S,24,0.0017
nn',24,0.0017
Art,24,0.0017
Pra,24,0.0017
läu,24,0.0017
Täu,24,0.0017
tzw,24,0.0017
bie,24,0.0017
"oh,",24,0.0017
fe.,24,0.0017
pla,24,0.0017
 mä,24,0.0017
Tru,24,0.0017
eul,24,0.0017
Nar,24,0.0017
rdn,24,0.0017
o u,24,0.0017
Ans,24,0.0017
äßl,24,0.0017
: ',24,0.0017
inh,24,0.0017
; n,24,0.0017
 'G,24,0.0017
lis,24,0.0017
'es,24,0.0017
gni,24,0.0017
r? ,24,0.0017
rt:,24,0.0017
Fut,24,0.0017
äfe,24,0.0017
wam,24,0.0017
 or,24,0.0017
nn?,24,0.0017
tti,24,0.0017
 bu,24,0.0017
f ',24,0.0017
"ur,",24,0.0017
", ü",24,0.0017
abf,24,0.0017
zut,24,0.0017
ppt,24,0.0017
arg,24,0.0017
ekl,24,0.0017
Köh,24,0.0017
apu,24,0.0017
u j,24,0.0017
""" H",24,0.0017
"– """,24,0.0017
web,23,0.0016
ß z,23,0.0016
tfl,23,0.0016
h o,23,0.0016
"n """,23,0.0016
Pap,23,0.0016
umc,23,0.0016
irf,23,0.0016
äße,23,0.0016
chh,23,0.0016
Bla,23,0.0016
uze,23,0.0016
Lam,23,0.0016
i n,23,0.0016
Taf,23,0.0016
"?, ",23,0.0016
l; ,23,0.0016
hr:,23,0.0016
ekr,23,0.0016
Höl,23,0.0016
te!,23,0.0016
uel,23,0.0016
""" I",23,0.0016
zün,23,0.0016
t M,23,0.0016
lta,23,0.0016
ckk,23,0.0016
Flu,23,0.0016
lep,23,0.0016
pfi,23,0.0016
eel,23,0.0016
; m,23,0.0016
lhe,23,0.0016
itn,23,0.0016
rüg,23,0.0016
l r,23,0.0016
"e?""",23,0.0016
i F,23,0.0016
erj,23,0.0016
g S,23,0.0016
d.',23,0.0016
'Ja,23,0.0016
ftr,23,0.0016
Kut,23,0.0016
"ib,",23,0.0016
spä,23,0.0016
'Ac,23,0.0016
'ha,23,0.0016
nre,23,0.0016
 Um,23,0.0016
rgo,23,0.0016
i M,23,0.0016
gfe,23,0.0016
ärk,23,0.0016
rut,23,0.0016
us;,23,0.0016
ar;,23,0.0016
Mil,23,0.0016
er',23,0.0016
leh,23,0.0016
Mah,23,0.0016
ngu,23,0.0016
 Oc,23,0.0016
Och,23,0.0016
wat,23,0.0016
"är,",23,0.0016
ake,22,0.0015
"""Go",22,0.0015
bzu,22,0.0015
uht,22,0.0015
dul,22,0.0015
ski,22,0.0015
täg,22,0.0015
", A",22,0.0015
spo,22,0.0015
ln.,22,0.0015
bäu,22,0.0015
zt.,22,0.0015
u F,22,0.0015
wän,22,0.0015
tüm,22,0.0015
d; ,22,0.0015
nöt,22,0.0015
aug,22,0.0015
ndu,22,0.0015
Gli,22,0.0015
Spa,22,0.0015
Lär,22,0.0015
Hab,22,0.0015
i W,22,0.0015
zit,22,0.0015
pät,22,0.0015
da?,22,0.0015
seg,22,0.0015
", I",22,0.0015
h L,22,0.0015
'di,22,0.0015
"ee,",22,0.0015
eh!,22,0.0015
i A,22,0.0015
rub,22,0.0015
Sag,22,0.0015
män,22,0.0015
Ell,22,0.0015
nk.,22,0.0015
nkö,22,0.0015
uma,22,0.0015
orü,22,0.0015
örs,22,0.0015
rgt,22,0.0015
h K,22,0.0015
 Ad,22,0.0015
f J,22,0.0015
pst,22,0.0015
""" z",22,0.0015
Adi,22,0.0015
"k!""",22,0.0015
Läu,22,0.0015
f E,21,0.0015
i R,21,0.0015
t R,21,0.0015
hub,21,0.0015
Geg,21,0.0015
rsi,21,0.0015
pot,21,0.0015
"eß,",21,0.0015
" ""n",21,0.0015
nks,21,0.0015
Fal,21,0.0015
mso,21,0.0015
een,21,0.0015
öti,21,0.0015
"ße,",21,0.0015
"""es",21,0.0015
e! ,21,0.0015
nwi,21,0.0015
prü,21,0.0015
edr,21,0.0015
inb,21,0.0015
'Da,21,0.0015
Spu,21,0.0015
hrs,21,0.0015
üpp,21,0.0015
sal,21,0.0015
Flü,21,0.0015
"""me",21,0.0015
Ers,21,0.0015
hüb,21,0.0015
"""O ",21,0.0015
rrs,21,0.0015
b h,21,0.0015
 Ch,21,0.0015
ht;,21,0.0015
? w,21,0.0015
' r,21,0.0015
z e,21,0.0015
elk,21,0.0015
 'l,21,0.0015
enz,21,0.0015
ürr,21,0.0015
us!,21,0.0015
"d,""",21,0.0015
 Mö,21,0.0015
u T,21,0.0015
äts,21,0.0015
büc,21,0.0015
rju,21,0.0015
zau,21,0.0015
Zu ,21,0.0015
tör,21,0.0015
ämt,21,0.0015
Paa,21,0.0015
Flö,21,0.0015
Boh,21,0.0015
lam,21,0.0015
fet,21,0.0015
zu:,21,0.0015
ize,21,0.0015
rgl,21,0.0015
hnü,21,0.0015
orz,21,0.0015
Jor,21,0.0015
ubr,20,0.0014
zuw,20,0.0014
asp,20,0.0014
emü,20,0.0014
es:,20,0.0014
al.,20,0.0014
"en""",20,0.0014
eze,20,0.0014
edu,20,0.0014
ndm,20,0.0014
nto,20,0.0014
twi,20,0.0014
uem,20,0.0014
"ss,",20,0.0014
 zä,20,0.0014
blu,20,0.0014
"""Er",20,0.0014
Las,20,0.0014
sts,20,0.0014
k b,20,0.0014
Gäs,20,0.0014
uhl,20,0.0014
zuv,20,0.0014
m O,20,0.0014
xen,20,0.0014
 Qu,20,0.0014
nho,20,0.0014
z k,20,0.0014
Ban,20,0.0014
dis,20,0.0014
s? ,20,0.0014
'un,20,0.0014
ät ,20,0.0014
' e,20,0.0014
ngn,20,0.0014
Küh,20,0.0014
eff,20,0.0014
h S,20,0.0014
ie',20,0.0014
e's,20,0.0014
eb.,20,0.0014
Ble,20,0.0014
nd?,20,0.0014
Zug,20,0.0014
h.',20,0.0014
'Ei,20,0.0014
"a,'",20,0.0014
ckn,20,0.0014
 'm,20,0.0014
bha,20,0.0014
fga,20,0.0014
lip,20,0.0014
tde,20,0.0014
d Z,20,0.0014
"ls,",20,0.0014
fig,20,0.0014
rof,20,0.0014
ime,20,0.0014
", ö",20,0.0014
usf,20,0.0014
bev,20,0.0014
hut,20,0.0014
ptm,20,0.0014
 Uh,20,0.0014
Uhr,20,0.0014
fis,20,0.0014
 Fä,20,0.0014
tir,20,0.0014
ebi,20,0.0014
d' ,20,0.0014
vog,20,0.0014
ik ,20,0.0014
nür,20,0.0014
sbe,20,0.0014
elz,19,0.0013
sli,19,0.0013
Sup,19,0.0013
ngi,19,0.0013
Tüc,19,0.0013
tzi,19,0.0013
tbr,19,0.0013
wem,19,0.0013
""" l",19,0.0013
rbi,19,0.0013
ir.,19,0.0013
ntu,19,0.0013
wet,19,0.0013
hfa,19,0.0013
 nö,19,0.0013
Kno,19,0.0013
""" B",19,0.0013
Ort,19,0.0013
htl,19,0.0013
häß,19,0.0013
tuh,19,0.0013
rwä,19,0.0013
üsc,19,0.0013
 Ur,19,0.0013
Müt,19,0.0013
omi,19,0.0013
htb,19,0.0013
"e,'",19,0.0013
räg,19,0.0013
abr,19,0.0013
Leh,19,0.0013
'n ,19,0.0013
müt,19,0.0013
üti,19,0.0013
sät,19,0.0013
äde,19,0.0013
k W,19,0.0013
Kru,19,0.0013
udi,19,0.0013
'wo,19,0.0013
ufb,19,0.0013
'Wa,19,0.0013
ch?,19,0.0013
llk,19,0.0013
ke.,19,0.0013
uß.,19,0.0013
k k,19,0.0013
Mör,19,0.0013
 lö,19,0.0013
"rk,",19,0.0013
hüp,19,0.0013
"af,",19,0.0013
rät,19,0.0013
s.',19,0.0013
Küs,19,0.0013
Met,19,0.0013
st;,19,0.0013
Hil,19,0.0013
nga,19,0.0013
 d',19,0.0013
paß,19,0.0013
Rüb,19,0.0013
min,19,0.0013
Kug,19,0.0013
irk,19,0.0013
"""Zi",19,0.0013
ais,19,0.0013
bil,18,0.0013
umz,18,0.0013
upf,18,0.0013
ots,18,0.0013
"is,",18,0.0013
szi,18,0.0013
Eil,18,0.0013
. L,18,0.0013
bs ,18,0.0013
st!,18,0.0013
ika,18,0.0013
 Är,18,0.0013
Zur,18,0.0013
abw,18,0.0013
us:,18,0.0013
Mir,18,0.0013
tur,18,0.0013
l B,18,0.0013
to ,18,0.0013
"k.""",18,0.0013
par,18,0.0013
ska,18,0.0013
"ß.""",18,0.0013
on.,18,0.0013
 zü,18,0.0013
? d,18,0.0013
top,18,0.0013
' N,18,0.0013
äss,18,0.0013
lob,18,0.0013
lm ,18,0.0013
dag,18,0.0013
urr,18,0.0013
"g.""",18,0.0013
Pfo,18,0.0013
Rut,18,0.0013
 Th,18,0.0013
: W,18,0.0013
won,18,0.0013
Dei,18,0.0013
erp,18,0.0013
"og,",18,0.0013
i J,18,0.0013
'ei,18,0.0013
s ',18,0.0013
'We,18,0.0013
 'j,18,0.0013
 sü,18,0.0013
uwe,18,0.0013
skr,18,0.0013
anl,18,0.0013
ör ,18,0.0013
teu,18,0.0013
sas,18,0.0013
bwe,18,0.0013
sbr,18,0.0013
Zwi,18,0.0013
Kla,18,0.0013
mar,18,0.0013
: E,18,0.0013
tüh,18,0.0013
i G,18,0.0013
rbt,18,0.0013
d's,18,0.0013
hrh,18,0.0013
aps,18,0.0013
zap,18,0.0013
isa,18,0.0013
""" e",18,0.0013
asb,18,0.0013
Ben,18,0.0013
Kai,18,0.0013
nso,17,0.0012
Bot,17,0.0012
fnu,17,0.0012
Nuß,17,0.0012
rn:,17,0.0012
Seh,17,0.0012
Bef,17,0.0012
l's,17,0.0012
unf,17,0.0012
ozu,17,0.0012
Erl,17,0.0012
zun,17,0.0012
dma,17,0.0012
abb,17,0.0012
fki,17,0.0012
töc,17,0.0012
rfi,17,0.0012
 Äs,17,0.0012
Äst,17,0.0012
rüm,17,0.0012
oof,17,0.0012
ewä,17,0.0012
ig?,17,0.0012
"g?""",17,0.0012
r! ,17,0.0012
okt,17,0.0012
"""Be",17,0.0012
nfü,17,0.0012
ß j,17,0.0012
rks,17,0.0012
mun,17,0.0012
zuz,17,0.0012
h B,17,0.0012
" ""k",17,0.0012
büs,17,0.0012
t' ,17,0.0012
Sob,17,0.0012
feu,17,0.0012
nd:,17,0.0012
gaß,17,0.0012
nku,17,0.0012
"""Ka",17,0.0012
fhö,17,0.0012
toh,17,0.0012
Reg,17,0.0012
kuc,17,0.0012
i z,17,0.0012
nme,17,0.0012
Läm,17,0.0012
de;,17,0.0012
wa ,17,0.0012
Wün,17,0.0012
m; ,17,0.0012
Köc,17,0.0012
Huh,17,0.0012
uhn,17,0.0012
d I,17,0.0012
"ul,",17,0.0012
t ',17,0.0012
 tü,17,0.0012
Eie,17,0.0012
Gär,17,0.0012
ädi,17,0.0012
oni,17,0.0012
ntd,17,0.0012
inr,17,0.0012
gif,17,0.0012
ams,17,0.0012
Buc,17,0.0012
 as,17,0.0012
el:,17,0.0012
arc,17,0.0012
sri,17,0.0012
flü,17,0.0012
nri,17,0.0012
t L,17,0.0012
"s,'",17,0.0012
